ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 43
,,,,,,,,,,,,,,,space,25.9288957978,,,,,,,,,,,,,,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,,,,,,,,,,,,,,,space,15.9148605316,,,,,,,,,,,,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,,,,,,,,,,,,,,,,,space,21.3461914118,,,,,,,,,,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,,,,,,,,,,,,,,,,,,,space,5.56587111379,,,,,,,,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,,,,,,,,,,,,,,,,,,,,,left,2.66705169447,,,,,,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.04980018653,,,,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
25.0,35.0,150.0,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,right,0.0,2.78306175757,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
10.0,19.0,89.0,,,,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,right,0.0,3.49956202449,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
10.0,109.0,9.0,,,,,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,left,1.0,2.28316919529,,,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,64.9550103479,,,,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,60.0,29.0,,,,,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,right,0.0,3.48276884854,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,149.0,10.0,,,,,0.0,1.0,1.0,39.0,,,,,,,,,,,,,,,,,,right,1.0,1.78336967702,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,10.01,150.0,,,,,0.0,2.0,2.0,25.0,,,,,,,,,,,,,,,,,,right,0.0,3.86602574191,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,56.0,89.0,,,,,0.0,3.0,3.0,52.0,,,,,,,,,,,,,,,,,,left,0.0,1.66671036137,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,110.0,60.0,,,,,0.0,4.0,4.0,18.0,,,,,,,,,,,,,,,,,,left,0.0,4.48218488123,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,56.0,29.0,,,,,0.0,5.0,5.0,42.0,,,,,,,,,,,,,,,,,,left,1.0,2.39985678403,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,111.0,30.0,,,,,0.0,6.0,6.0,13.0,,,,,,,,,,,,,,,,,,right,0.0,2.18352152919,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,55.0,151.0,,,,,0.0,7.0,7.0,86.0,,,,,,,,,,,,,,,,,,right,0.0,1.26680525613,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,150.0,89.0,,,,,0.0,8.0,8.0,84.0,,,,,,,,,,,,,,,,,,left,0.0,1.5501322666,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,149.0,59.0,,,,,0.0,9.0,9.0,49.0,,,,,,,,,,,,,,,,,,left,0.0,3.61565382243,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,75.0,10.0,,,,,0.0,10.0,10.0,67.0,,,,,,,,,,,,,,,,,,right,0.0,2.29992330284,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,35.0,89.0,,,,,0.0,11.0,11.0,51.0,,,,,,,,,,,,,,,,,,right,0.0,1.45009134768,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,75.0,31.0,,,,,0.0,12.0,12.0,72.0,,,,,,,,,,,,,,,,,,left,0.0,2.06678150676,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,15.0,11.0,,,,,0.0,13.0,13.0,35.0,,,,,,,,,,,,,,,,,,left,0.0,2.50013725297,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,125.0,89.0,,,,,0.0,14.0,14.0,83.0,,,,,,,,,,,,,,,,,,right,0.0,1.74994628108,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,125.0,59.0,,,,,0.0,15.0,15.0,78.0,,,,,,,,,,,,,,,,,,left,0.0,1.50001953414,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,125.0,4.0,,,,,0.0,16.0,16.0,63.0,,,,,,,,,,,,,,,,,,right,0.0,0.849913690006,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,111.0,10.0,,,,,0.0,17.0,17.0,8.0,,,,,,,,,,,,,,,,,,left,0.0,1.94987287407,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,14.0,31.0,,,,,0.0,18.0,18.0,40.0,,,,,,,,,,,,,,,,,,left,0.0,1.30005233083,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,149.0,61.0,,,,,0.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,right,0.0,1.21673776058,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,55.0,30.0,,,,,0.0,20.0,20.0,71.0,,,,,,,,,,,,,,,,,,left,0.0,1.46667067637,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,15.0,61.0,,,,,0.0,21.0,21.0,45.0,,,,,,,,,,,,,,,,,,right,0.0,1.20012810268,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,75.0,151.0,,,,,0.0,22.0,22.0,87.0,,,,,,,,,,,,,,,,,,right,0.0,2.11692251218,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,21.0,31.0,,,,,0.0,23.0,23.0,10.0,,,,,,,,,,,,,,,,,,right,0.0,1.2999911583,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,150.0,30.0,,,,,0.0,24.0,24.0,44.0,,,,,,,,,,,,,,,,,,right,1.0,5.06594462378,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,125.0,149.0,,,,,0.0,25.0,25.0,88.0,,,,,,,,,,,,,,,,,,right,0.0,0.683071216336,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,61.0,89.0,,,,,0.0,26.0,26.0,22.0,,,,,,,,,,,,,,,,,,right,0.0,1.63314200181,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,39.0,150.0,,,,,0.0,27.0,27.0,26.0,,,,,,,,,,,,,,,,,,left,0.0,2.08312077122,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,75.0,90.0,,,,,0.0,28.0,28.0,82.0,,,,,,,,,,,,,,,,,,right,0.0,1.5664977479,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,61.0,4.0,,,,,0.0,29.0,29.0,2.0,,,,,,,,,,,,,,,,,,right,0.0,4.39955760352,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,55.0,11.0,,,,,0.0,30.0,30.0,66.0,,,,,,,,,,,,,,,,,,right,0.0,1.71658097359,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,59.0,9.0,,,,,0.0,31.0,31.0,7.0,,,,,,,,,,,,,,,,,,right,0.0,0.900216109003,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,54.0,5.0,,,,,0.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,left,1.0,4.9159071492,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,15.0,91.0,,,,,0.0,33.0,33.0,50.0,,,,,,,,,,,,,,,,,,right,0.0,1.49996555829,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,151.0,150.0,,,,,0.0,34.0,34.0,59.0,,,,,,,,,,,,,,,,,,right,0.0,1.2499740402,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,36.0,9.0,,,,,0.0,35.0,35.0,36.0,,,,,,,,,,,,,,,,,,right,0.0,4.34931635717,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,35.0,150.0,,,,,0.0,36.0,36.0,85.0,,,,,,,,,,,,,,,,,,right,0.0,2.34982115997,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,55.0,90.0,,,,,0.0,37.0,37.0,81.0,,,,,,,,,,,,,,,,,,right,0.0,1.66708767833,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,150.0,61.0,,,,,0.0,38.0,38.0,79.0,,,,,,,,,,,,,,,,,,left,0.0,0.40012871963,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,35.0,5.0,,,,,0.0,39.0,39.0,60.0,,,,,,,,,,,,,,,,,,left,0.0,2.06638773996,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,35.0,30.0,,,,,0.0,40.0,40.0,70.0,,,,,,,,,,,,,,,,,,right,0.0,1.43354697491,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,109.0,149.0,,,,,0.0,41.0,41.0,28.0,,,,,,,,,,,,,,,,,,right,0.0,1.40010610118,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,150.0,90.0,,,,,0.0,42.0,42.0,54.0,,,,,,,,,,,,,,,,,,left,0.0,1.80008677265,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,10.0,0.0,149.0,89.0,,,,,0.0,43.0,43.0,24.0,,,,,,,,,,,,,,,,,,right,0.0,3.08331662661,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,151.0,4.0,,,,,0.0,44.0,44.0,34.0,,,,,,,,,,,,,,,,,,left,0.0,3.48302073602,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,55.0,6.0,,,,,0.0,45.0,45.0,61.0,,,,,,,,,,,,,,,,,,left,0.0,7.21565053251,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,25.0,0.0,35.0,90.0,,,,,0.0,46.0,46.0,80.0,,,,,,,,,,,,,,,,,,right,0.0,1.3332901526,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,35.0,150.0,,,,,0.0,47.0,47.0,56.0,,,,,,,,,,,,,,,,,,right,1.0,0.583549493807,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,104.0,10.0,,,,,0.0,48.0,48.0,38.0,,,,,,,,,,,,,,,,,,left,0.0,0.767002653563,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
,,,5.0,0.0,106.0,29.0,,,,,0.0,49.0,49.0,43.0,,,,,,,,,,,,,,,,,,left,0.0,1.46668661211,,,1,3.0.3,60.02629005210018,ninosDelConv2,2019_Aug_10_0958,227,
