ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,18.3647280775,,,,,,,,,,,,,,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,,,,,,,,,,,,,,,space,31.3797503232,,,,,,,,,,,,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,,,,,,,,,,,,,,,,,space,16.5146945353,,,,,,,,,,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,,,,,,,,,,,,,,,,,,,space,3.28367282418,,,,,,,,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,,,,,,,,,,,,,,,,,,,,,right,11.9986444355,,,,,,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.55118631176,,,,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
10.0,19.0,89.0,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,right,0.0,5.48314437509,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
25.0,35.0,150.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,left,1.0,4.13426822904,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
10.0,109.0,9.0,,,,,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,right,1.0,4.56675551261,,,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,41.7092414339,,,,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,10.0,0.0,59.0,9.0,,,,,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,left,1.0,4.50028195948,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,25.0,0.0,55.0,6.0,,,,,0.0,1.0,1.0,61.0,,,,,,,,,,,,,,,,,,left,1.0,2.1667056492,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,5.0,0.0,35.0,6.0,,,,,0.0,2.0,2.0,31.0,,,,,,,,,,,,,,,,,,right,1.0,6.84955701261,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,25.0,0.0,75.0,151.0,,,,,0.0,3.0,3.0,87.0,,,,,,,,,,,,,,,,,,left,0.0,3.06696499026,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,5.0,0.0,36.0,61.0,,,,,0.0,4.0,4.0,46.0,,,,,,,,,,,,,,,,,,left,0.0,5.18400361895,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,5.0,0.0,56.0,29.0,,,,,0.0,5.0,5.0,42.0,,,,,,,,,,,,,,,,,,left,1.0,3.0832101742,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
,,,25.0,0.0,75.0,5.0,,,,,0.0,6.0,6.0,62.0,,,,,,,,,,,,,,,,,,right,1.0,1.28504638068,1,3.0.3,60.30694208362026,ninosDelConv2,2019_Aug_10_0841,201,
