ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,17.8970622707,,,,,,,,,,,,,,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,,,,,,,,,,,,,,,space,41.9771944038,,,,,,,,,,,,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,,,,,,,,,,,,,,,,,space,14.0823250974,,,,,,,,,,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,,,,,,,,,,,,,,,,,,,space,5.56668750301,,,,,,,,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,,,,,,,,,,,,,,,,,,,,,left,7.26624469494,,,,,,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.26753600454,,,,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
10.0,19.0,89.0,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,right,1.0,8.16596463707,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
25.0,35.0,150.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,right,1.0,9.63255097391,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
10.0,109.0,9.0,,,,,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,right,1.0,3.21761547762,,,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,7.24966277904,,,,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,25.0,0.0,75.0,31.0,,,,,0.0,0.0,0.0,72.0,,,,,,,,,,,,,,,,,,right,1.0,3.70026607555,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,25.0,0.0,55.0,90.0,,,,,0.0,1.0,1.0,81.0,,,,,,,,,,,,,,,,,,right,1.0,2.48392083123,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,10.0,0.0,39.0,6.0,,,,,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,right,1.0,2.20035603538,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,5.0,0.0,15.0,61.0,,,,,0.0,3.0,3.0,45.0,,,,,,,,,,,,,,,,,,right,0.0,4.71595044911,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,10.0,0.0,151.0,151.0,,,,,0.0,4.0,4.0,29.0,,,,,,,,,,,,,,,,,,right,1.0,2.55050500901,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,25.0,0.0,35.0,5.0,,,,,0.0,5.0,5.0,60.0,,,,,,,,,,,,,,,,,,right,1.0,1.38388392201,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,5.0,0.0,106.0,152.0,,,,,0.0,6.0,6.0,58.0,,,,,,,,,,,,,,,,,,left,1.0,4.46697856183,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
,,,10.0,0.0,151.0,11.0,,,,,0.0,7.0,7.0,9.0,,,,,,,,,,,,,,,,,,left,1.0,4.80044537841,1,3.0.3,59.7087783713634,ninosDelConv2,2019_Aug_10_0823,284,
