ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,15.0650558547,,,,,,,,,,,,,,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,,,,,,,,,,,,,,,space,7.19897826214,,,,,,,,,,,,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,,,,,,,,,,,,,,,,,space,3.46709604061,,,,,,,,,,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,,,,,,,,,,,,,,,,,,,space,2.9184342057,,,,,,,,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,,,,,,,,,,,,,,,,,,,,,right,6.2330385907,,,,,,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.03433740482,,,,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
10,19,89,,,,,0,0,0,2,,,,,,,,,,,,,,,,,left,0,3.15072638693,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
25,35,150,,,,,0,1,1,1,,,,,,,,,,,,,,,,,left,0,5.61834419449,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
10,109,9,,,,,0,2,2,0,,,,,,,,,,,,,,,,,right,1,1.88382280897,,,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,31.6616667858,,,,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,25,0,55.0,11,,,,,0,0,0,66,,,,,,,,,,,,,,,,,,right,1,3.34964090609,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,25,0,75.0,90,,,,,0,1,1,82,,,,,,,,,,,,,,,,,,right,0,5.40045483684,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,10,0,110.0,90,,,,,0,2,2,23,,,,,,,,,,,,,,,,,,left,1,3.54867108789,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,25,0,75.0,31,,,,,0,3,3,72,,,,,,,,,,,,,,,,,,left,1,4.41506945156,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,10,0,60.0,29,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,left,1,5.38317278505,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,5,0,55.0,151,,,,,0,5,5,57,,,,,,,,,,,,,,,,,,right,1,1.59860803891,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,5,0,56.0,89,,,,,0,6,6,52,,,,,,,,,,,,,,,,,,left,1,1.36759791354,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,10,0,151.0,11,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,left,1,1.46674082783,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,10,0,109.0,149,,,,,0,8,8,28,,,,,,,,,,,,,,,,,,left,0,1.83328029985,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,10,0,39.0,6,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,right,1,0.817797444412,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,10,0,61.0,150,,,,,0,10,10,27,,,,,,,,,,,,,,,,,,left,0,1.93315523007,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,5,0,150.0,30,,,,,0,11,11,44,,,,,,,,,,,,,,,,,,left,1,4.76662213227,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,5,0,149.0,10,,,,,0,12,12,39,,,,,,,,,,,,,,,,,,right,1,2.33383573749,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,10,0,61.0,4,,,,,0,13,13,2,,,,,,,,,,,,,,,,,,left,1,1.66609486489,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,25,0,35.0,5,,,,,0,14,14,60,,,,,,,,,,,,,,,,,,right,1,1.7669999635,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
,,,5,0,14.0,149,,,,,0,15,15,55,,,,,,,,,,,,,,,,,,right,0,2.16730572406,,,001,3.0.3,60.13388068322353,ninosDelConv2,2019_Aug_10_0955,245,
